IDCentro,Client,Channel 1,Channel 2,CD
AV35,11493481,UC,UC,CD San Gil
AV70,11590676,UC,UC,CD Envigado UDC
AV13,13384453,UC,UC,CD Corozal
AV06,14131096,UC,UC,CD Tocancipa
AV42,10292316,UC,UC,CD Tunja
AV04,13011141,UC,UC,CD Tibasosa
AV16,10828990,UC,UC,CD Pereira
AV37,10965236,UC,UC,CD Barrancabermeja
AV78,11504678,UC,UC,CD Montevideo
AV38,13732847,UC,UC,CD Curumani
AV05,13249238,UC,UC,CD Itagüi
AV20,13033201,UC,UC,CD Cucuta
AV10,10301035,UC,UC,CD Turbaco
AV23,10419441,UC,UC,CD Bucaramanga
AV55,12730070,UC,UC,CD Girardota
AV42,10290695,UC,UC,CD Tunja
AV26,12531445,UC,UC,CD Autosur
AV70,12789026,UC,UC,CD Envigado UDC
AV06,13010462,UC,UC,CD Tocancipa
AV18,10332140,UC,UC,CD Neiva
AV49,13858224,UC,UC,CD Metroparque
AV12,12992248,UC,UC,CD Valledupar
AV32,13167510,UC,UC,CD Magangue
AV16,13521532,UC,UC,CD Pereira
AV37,13651211,UC,UC,CD Barrancabermeja
AV19,13586711,UC,UC,CD Villavicencio
AV04,11506071,UC,UC,CD Tibasosa
AV50,10654786,UC,UC,CD Siberia
AV47,12523913,UC,UC,CD Sibate
AV06,11474309,UC,UC,CD Tocancipa
AV42,10289578,UC,UC,CD Tunja
AV57,14104662,UC,UC,CD Tulua
AV10,12478369,UC,UC,CD Turbaco
AV33,10813794,UC,UC,CD Aguachica
AV06,13448315,UC,UC,CD Tocancipa
AV15,14162649,UC,UC,CD Pasto
AV50,12972473,UC,UC,CD Siberia
AV19,14160447,UC,UC,CD Villavicencio
AV19,12286783,UC,UC,CD Villavicencio
AV15,11154725,UC,UC,CD Pasto
AV15,12805137,UC,UC,CD Pasto
AV50,12807752,UC,UC,CD Siberia
AV15,13167742,UC,UC,CD Pasto
AV35,12792651,UC,UC,CD San Gil
AV55,14197264,UC,UC,CD Girardota
AV39,14096400,UC,UC,CD Monteria
AV06,14159250,UC,UC,CD Tocancipa
AV37,13509538,UC,UC,CD Barrancabermeja
AV78,13354124,UC,UC,CD Montevideo
AV50,14023171,UC,UC,CD Siberia
AV74,10384092,UC,UC,CD La arenosa
AV49,14174461,UC,UC,CD Metroparque
AV17,13855898,UC,UC,CD Girardot
AV50,12294180,UC,UC,CD Siberia
AV74,11324884,UC,UC,CD La arenosa
AV46,10883428,UD DSD,UD DSD,CD Cali
AV24,14103028,UC,UC,CD Yopal
AV26,13037387,UC,UC,CD Autosur
AV23,14181426,UC,UC,CD Bucaramanga
AV49,13051180,UC,UC,CD Metroparque
AV54,10627090,UC,UC,CD Engativa UDC
AV47,10762667,UC,UC,CD Sibate
AV42,11426471,UC,UC,CD Tunja
AV42,11252882,UC,UC,CD Tunja
AV36,14018000,UC,UC,CD Fonseca
AV10,13875526,UC,UC,CD Turbaco
AV11,12449666,UC,UC,CD Santa Marta
AV49,10370823,UC,UC,CD Metroparque
AV53,14007057,KA,UC,CD Bosa UDC
AV05,11350202,UC,UC,CD Itagüi
AV17,12848081,UC,UC,CD Girardot
AV72,10454123,UC,UC,CD Cenfer UDC
AV49,13978396,UC,UC,CD Metroparque
AV55,10530915,UD DSD,UD DSD,CD Girardota
AV70,10555660,UC,UC,CD Envigado UDC
AV27,13195382,UC,UC,CD Ibague
AV11,12765091,UC,UC,CD Santa Marta
AV39,14176354,UC,UC,CD Monteria
AV55,14067001,KA,UC,CD Girardota
AV25,10344860,UC,UC,CD Honda
AV26,14023966,UC,UC,CD Autosur
AV55,14145294,UC,UC,CD Girardota
AV12,13196121,UC,UC,CD Valledupar
AV46,11402209,UC,UC,CD Cali
AV24,12394031,UC,UC,CD Yopal
AV27,12470657,UC,UC,CD Ibague
AV55,10524096,UC,UC,CD Girardota
AV47,14100540,UC,UC,CD Sibate
AV26,14172691,UC,UC,CD Autosur
AV17,11274580,UC,UC,CD Girardot
AV17,11574585,UC,UC,CD Girardot
AV18,12561901,UC,UC,CD Neiva
AV24,11011065,KA,UC,CD Yopal
AV18,11444284,UC,UC,CD Neiva
AV38,11223727,UC,UC,CD Curumani
AV17,11394010,UC,UC,CD Girardot
AV26,13171088,UC,UC,CD Autosur
AV46,14100466,UD DSD,UD DSD,CD Cali
AV50,14140182,UC,UC,CD Siberia
AV17,11264010,UC,UC,CD Girardot
AV74,11176364,UD DSD,UD DSD,CD La arenosa
AV46,10890379,UC,UC,CD Cali
AV17,13386811,UC,UC,CD Girardot
AV13,14144144,UC,UC,CD Corozal
AV11,10149481,UC,UC,CD Santa Marta
AV12,13218360,UC,UC,CD Valledupar
AV11,12589660,UC,UC,CD Santa Marta
AV13,14190809,UC,UC,CD Corozal
AV23,13531250,UC,UC,CD Bucaramanga
AV13,11520084,UC,UC,CD Corozal
AV35,11307004,UC,UC,CD San Gil
AV47,12604425,UC,UC,CD Sibate
AV46,14129017,UC,UC,CD Cali
AV49,14026606,UC,UC,CD Metroparque
AV23,11356460,UC,UC,CD Bucaramanga
AV11,11567290,UC,UC,CD Santa Marta
AV78,11622897,UC,UC,CD Montevideo
AV06,12838208,KA,KA,CD Tocancipa
AV71,12200121,UC,UC,CD Chapinero UDC
AV55,10512704,UD DSD,UD DSD,CD Girardota
AV13,11327704,UC,UC,CD Corozal
AV47,13177873,UC,UC,CD Sibate
AV16,13949281,UC,UC,CD Pereira
AV50,11619511,UC,UC,CD Siberia
AV42,12553255,UC,UC,CD Tunja
AV35,10784949,UC,UC,CD San Gil
AV05,11789816,UC,UC,CD Itagüi
AV25,14129870,UC,UC,CD Honda
AV49,13216708,UC,UC,CD Metroparque
AV22,10364285,UC,UC,CD Armenia
AV42,14110367,UC,UC,CD Tunja
AV47,13746806,UC,UC,CD Sibate
AV04,10281895,UC,UC,CD Tibasosa
AV25,11719207,UC,UC,CD Honda
AV42,13230417,UC,UC,CD Tunja
AV50,12886122,UC,UC,CD Siberia
AV78,12774791,UC,UC,CD Montevideo
AV50,14133236,UC,UC,CD Siberia
AV23,11030778,UC,UC,CD Bucaramanga
AV46,10886430,UD DSD,UD DSD,CD Cali
AV53,11229320,UC,UC,CD Bosa UDC
AV46,10891227,UD DSD,UD DSD,CD Cali
AV55,13975609,UC,UC,CD Girardota
AV26,13482030,UC,UC,CD Autosur
AV39,12215785,UC,UC,CD Monteria
AV50,13882079,UC,UC,CD Siberia
AV39,14010092,UC,UC,CD Monteria
AV71,13050021,UC,UC,CD Chapinero UDC
AV05,11356761,UC,UC,CD Itagüi
AV47,14035214,UC,UC,CD Sibate
AV52,10522785,KA,UC,CD Aranjuez UDC
AV27,10332593,UC,UC,CD Ibague
AV06,13199348,KA,KA,CD Tocancipa
AV36,14198576,UC,UC,CD Fonseca
AV34,13217480,UC,UC,CD Puente Nacional
AV19,10426096,UC,UC,CD Villavicencio
AV26,10794628,KA,UC,CD Autosur
AV15,14125452,UC,UC,CD Pasto
AV49,14171081,UC,UC,CD Metroparque
AV17,12879721,UC,UC,CD Girardot
AV39,13958399,UC,UC,CD Monteria
AV27,10336187,UC,UC,CD Ibague
AV20,10736508,UC,UC,CD Cucuta
AV22,10360041,UC,UC,CD Armenia
AV50,10607656,UC,UC,CD Siberia
AV19,12872116,UC,UC,CD Villavicencio
AV46,11401033,UC,UC,CD Cali
AV20,13106658,UC,UC,CD Cucuta
AV39,11362251,UC,UC,CD Monteria
AV24,11243652,UC,UC,CD Yopal
AV06,10603295,UC,UC,CD Tocancipa
AV15,12105274,UC,UC,CD Pasto
AV26,12764524,UC,UC,CD Autosur
AV04,12285608,UC,UC,CD Tibasosa
AV55,11375976,UC,UC,CD Girardota
AV17,13885917,UC,UC,CD Girardot
AV06,10586348,UC,UC,CD Tocancipa
AV37,14160648,UC,UC,CD Barrancabermeja
AV11,11572188,UC,UC,CD Santa Marta
AV69,13819610,UC,UC,CD CAR Torices UDC
AV70,13691110,UC,UC,CD Envigado UDC
AV49,12972104,UC,UC,CD Metroparque
AV20,14116775,UC,UC,CD Cucuta
AV22,12850810,UC,UC,CD Armenia
AV27,14181584,UC,UC,CD Ibague
AV05,12161419,UC,UC,CD Itagüi
AV39,11493170,UC,UC,CD Monteria
AV15,13111589,UC,UC,CD Pasto
AV27,14191581,UC,UC,CD Ibague
AV10,14119024,UC,UC,CD Turbaco
AV26,13762646,UC,UC,CD Autosur
AV50,14133913,UC,UC,CD Siberia
AV20,13768752,UC,UC,CD Cucuta
AV15,13741588,UC,UC,CD Pasto
AV73,10334642,UC,UC,CD El Jardin UDC
AV18,13738650,UC,UC,CD Neiva
AV18,12727188,UC,UC,CD Neiva
AV20,11057392,KA,UC,CD Cucuta
AV12,13482719,UC,UC,CD Valledupar
AV05,12162180,UC,UC,CD Itagüi
AV50,13754282,UC,UC,CD Siberia
AV32,12557996,UC,UC,CD Magangue
AV50,10603140,UC,UC,CD Siberia
AV11,12413039,UC,UC,CD Santa Marta
AV25,13869096,UC,UC,CD Honda
AV42,13728776,UC,UC,CD Tunja
AV13,12953120,UC,UC,CD Corozal
AV71,13686395,UC,UC,CD Chapinero UDC
AV66,14189992,UC,UC,CD Chiquinquira
AV39,13825208,UC,UC,CD Monteria
AV42,11721733,UC,UC,CD Tunja
AV26,14011499,UC,UC,CD Autosur
AV20,12906868,UC,UC,CD Cucuta
AV35,10787589,UC,UC,CD San Gil
AV04,12577709,UC,UC,CD Tibasosa
AV74,14171565,UC,UC,CD La arenosa
AV55,12202629,UC,UC,CD Girardota
AV04,14154468,UC,UC,CD Tibasosa
AV50,12122494,UC,UC,CD Siberia
AV49,11173873,UC,UC,CD Metroparque
AV27,14188220,UC,UC,CD Ibague
AV15,10448918,UC,UC,CD Pasto
AV47,13763383,UC,UC,CD Sibate
AV27,10479607,UC,UC,CD Ibague
AV39,13529365,UC,UC,CD Monteria
AV05,14150275,UC,UC,CD Itagüi
AV16,14137549,UC,UC,CD Pereira
AV06,13544174,KA,KA,CD Tocancipa
AV40,13033699,UC,UC,CD Caucasia
AV06,13546339,UC,UC,CD Tocancipa
AV47,12493405,UC,UC,CD Sibate
AV11,12447602,UC,UC,CD Santa Marta
AV26,13883291,UC,UC,CD Autosur
AV12,13946303,UC,UC,CD Valledupar
AV23,13837883,UC,UC,CD Bucaramanga
AV47,12562898,UC,UC,CD Sibate
AV19,12266887,UC,UC,CD Villavicencio
AV20,12766861,UC,UC,CD Cucuta
AV35,11002837,UC,UC,CD San Gil
AV15,10425860,UC,UC,CD Pasto
AV15,12411073,UC,UC,CD Pasto
AV18,12282078,UC,UC,CD Neiva
AV68,11801597,UC,UC,CD Bodega MKP Tocancipá
AV55,10533926,UC,UC,CD Girardota
AV24,12575183,UC,UC,CD Yopal
AV20,12586869,UC,UC,CD Cucuta
AV25,10328821,UC,UC,CD Honda
AV46,10888490,UD DSD,UD DSD,CD Cali
AV53,13526128,UC,UC,CD Bosa UDC
AV47,13309408,UC,UC,CD Sibate
AV13,10815810,UC,UC,CD Corozal
AV26,14007181,UC,UC,CD Autosur
AV50,14161076,UC,UC,CD Siberia
AV19,14194360,UC,UC,CD Villavicencio
AV04,10283300,UC,UC,CD Tibasosa
AV73,12798027,UC,UC,CD El Jardin UDC
AV32,12412886,UC,UC,CD Magangue
AV30,12973961,UC,UC,CD Riohacha
AV10,13876062,UC,UC,CD Turbaco
AV42,11412273,UC,UC,CD Tunja
AV39,10503915,UC,UC,CD Monteria
AV78,10587358,UC,UC,CD Montevideo
AV12,12830771,UC,UC,CD Valledupar
AV47,12465462,UC,UC,CD Sibate
AV20,11583815,UC,UC,CD Cucuta
AV22,13245836,UC,UC,CD Armenia
AV74,11763359,UC,UC,CD La arenosa
AV16,14024902,UC,UC,CD Pereira
AV55,10527402,UC,UC,CD Girardota
AV15,10433808,UC,UC,CD Pasto
AV24,11245758,UC,UC,CD Yopal
AV11,12450964,UC,UC,CD Santa Marta
AV74,10372426,KA,KA,CD La arenosa
AV36,13184426,UC,UC,CD Fonseca
AV26,12614750,UC,UC,CD Autosur
AV49,11211208,UC,UC,CD Metroparque
AV27,14014637,UC,UC,CD Ibague
AV23,13035213,UC,UC,CD Bucaramanga
AV10,12282061,UC,UC,CD Turbaco
AV50,10593461,UC,UC,CD Siberia
AV49,13521854,UC,UC,CD Metroparque
AV49,13364870,UC,UC,CD Metroparque
AV50,11131033,UC,UC,CD Siberia
AV05,14145389,UC,UC,CD Itagüi
AV25,12124977,UC,UC,CD Honda
AV47,13494860,UC,UC,CD Sibate
AV78,12924030,UC,UC,CD Montevideo
AV78,10607333,UC,UC,CD Montevideo
AV19,13850570,UC,UC,CD Villavicencio
AV54,10624088,UC,UC,CD Engativa UDC
AV52,12606132,UC,UC,CD Aranjuez UDC
AV42,12699889,UC,UC,CD Tunja
AV26,11611760,UC,UC,CD Autosur
AV47,13498451,UC,UC,CD Sibate
AV46,10894339,UD DSD,UD DSD,CD Cali
AV27,12777492,UC,UC,CD Ibague
AV11,14108491,UC,UC,CD Santa Marta
AV39,13817268,UC,UC,CD Monteria
AV11,10271127,UC,UC,CD Santa Marta
AV42,12392597,UC,UC,CD Tunja
AV26,10625973,UC,UC,CD Autosur
AV47,13021242,UC,UC,CD Sibate
AV27,13300111,UC,UC,CD Ibague
AV49,14084320,UC,UC,CD Metroparque
AV10,12566630,UC,UC,CD Turbaco
AV15,10452498,UC,UC,CD Pasto
AV47,12925466,UC,UC,CD Sibate
AV19,13550333,UC,UC,CD Villavicencio
AV46,10899967,UC,UC,CD Cali
AV11,10270822,UC,UC,CD Santa Marta
AV18,12605126,UC,UC,CD Neiva
AV16,10451392,UC,UC,CD Pereira
AV26,12643939,UC,UC,CD Autosur
AV39,10496463,UC,UC,CD Monteria
AV26,13029617,UC,UC,CD Autosur
AV47,13034340,UC,UC,CD Sibate
AV25,13721566,UC,UC,CD Honda
AV04,12747578,UC,UC,CD Tibasosa
AV16,14152260,UC,UC,CD Pereira
AV74,11036456,UC,UC,CD La arenosa
AV66,13806572,UC,UC,CD Chiquinquira
AV19,13244499,UC,UC,CD Villavicencio
AV37,13758687,UC,UC,CD Barrancabermeja
AV46,11562834,UD DSD,UD DSD,CD Cali
AV27,12167499,UC,UC,CD Ibague
AV47,14126847,UC,UC,CD Sibate
AV22,12685557,UC,UC,CD Armenia
AV26,14032078,UC,UC,CD Autosur
AV46,10882754,UD DSD,UD DSD,CD Cali
AV57,13058291,UC,UC,CD Tulua
AV11,11440178,UC,UC,CD Santa Marta
AV50,13926750,UC,UC,CD Siberia
AV57,13984131,UC,UC,CD Tulua
AV24,13224224,UC,UC,CD Yopal
AV13,10815901,UC,UC,CD Corozal
AV47,14154940,UC,UC,CD Sibate
AV46,11568004,UD DSD,UD DSD,CD Cali
AV68,13518307,UC,UC,CD Bodega MKP Tocancipá
AV22,10365851,UC,UC,CD Armenia
AV15,10432852,UC,UC,CD Pasto
AV05,13547911,KA,KA,CD Itagüi
AV54,10620771,UC,UC,CD Engativa UDC
AV27,14187182,UC,UC,CD Ibague
AV47,13882199,UC,UC,CD Sibate
AV12,13483865,UC,UC,CD Valledupar
AV39,14018865,UC,UC,CD Monteria
AV46,12399131,UC,UC,CD Cali
AV42,11269615,UC,UC,CD Tunja
AV46,11420917,UC,UC,CD Cali
AV04,10287836,UC,UC,CD Tibasosa
AV57,12684506,UC,UC,CD Tulua
AV50,14120980,UC,UC,CD Siberia
AV54,12455051,UC,UC,CD Engativa UDC
AV10,13550041,UC,UC,CD Turbaco
AV29,11717808,UC,UC,CD San Andres
AV46,10891233,UD DSD,UD DSD,CD Cali
AV27,13507565,UC,UC,CD Ibague
AV47,14157019,UC,UC,CD Sibate
AV23,13355783,UC,UC,CD Bucaramanga
AV17,12859115,UC,UC,CD Girardot
AV20,12438965,UC,UC,CD Cucuta
AV35,10785574,UC,UC,CD San Gil
AV19,13879346,UC,UC,CD Villavicencio
AV11,10148008,UC,UC,CD Santa Marta
AV50,10605462,UC,UC,CD Siberia
AV16,10825567,KA,KA,CD Pereira
AV39,10500779,UC,UC,CD Monteria
AV42,12551192,UC,UC,CD Tunja
AV06,14123563,UC,UC,CD Tocancipa
AV10,10273895,UC,UC,CD Turbaco
AV11,12441024,UC,UC,CD Santa Marta
AV12,12173783,UC,UC,CD Valledupar
AV19,12734874,UC,UC,CD Villavicencio
AV13,13509836,UC,UC,CD Corozal
AV49,13821503,UC,UC,CD Metroparque
AV10,10563326,UC,UC,CD Turbaco
AV33,11292834,UC,UC,CD Aguachica
AV34,12555144,UC,UC,CD Puente Nacional
AV39,13801572,UC,UC,CD Monteria
AV24,13075746,UC,UC,CD Yopal
AV04,10279939,UC,UC,CD Tibasosa
AV15,14129988,UC,UC,CD Pasto
AV35,10787675,UC,UC,CD San Gil
AV26,14168748,UC,UC,CD Autosur
AV13,14177881,UC,UC,CD Corozal
AV46,12730396,UD DSD,UD DSD,CD Cali
AV50,10601875,UC,UC,CD Siberia
AV01,13451032,KA,KA,CD Yumbo
AV05,11702164,KA,KA,CD Itagüi
AV78,13929199,UC,UC,CD Montevideo
AV23,12951026,UC,UC,CD Bucaramanga
AV34,13525290,UC,UC,CD Puente Nacional
AV46,14121044,UC,UC,CD Cali
AV13,13358886,UC,UC,CD Corozal
AV46,10893299,UD DSD,UD DSD,CD Cali
AV24,14096923,UC,UC,CD Yopal
AV35,14015942,UC,UC,CD San Gil
AV26,14131550,UC,UC,CD Autosur
AV39,10502303,UC,UC,CD Monteria
AV28,10427587,UC,UC,CD Popayan
AV20,12102297,UC,UC,CD Cucuta
AV78,10586800,UC,UC,CD Montevideo
AV47,12281099,UC,UC,CD Sibate
AV13,13808889,UC,UC,CD Corozal
AV13,12728262,UC,UC,CD Corozal
AV20,10581076,UC,UC,CD Cucuta
AV04,12623418,UC,UC,CD Tibasosa
AV19,14099678,UC,UC,CD Villavicencio
AV05,11206613,UC,UC,CD Itagüi
AV39,13191576,UC,UC,CD Monteria
AV78,11596814,UC,UC,CD Montevideo
AV26,12168069,UC,UC,CD Autosur
AV27,12475432,UC,UC,CD Ibague
AV34,12982095,UC,UC,CD Puente Nacional
AV55,12142050,UC,UC,CD Girardota
AV20,13767518,UC,UC,CD Cucuta
AV35,12741102,UC,UC,CD San Gil
AV04,10285249,UC,UC,CD Tibasosa
AV19,13246868,UC,UC,CD Villavicencio
AV42,13873664,UC,UC,CD Tunja
AV25,11775071,UC,UC,CD Honda
AV10,11106030,UC,UC,CD Turbaco
AV04,10282721,UC,UC,CD Tibasosa
AV16,11773944,UC,UC,CD Pereira
AV23,11652966,UC,UC,CD Bucaramanga
AV10,11282443,UC,UC,CD Turbaco
AV54,10627411,UC,UC,CD Engativa UDC
AV47,10770938,UC,UC,CD Sibate
AV53,13547930,UC,UC,CD Bosa UDC
AV38,13963144,UC,UC,CD Curumani
AV34,11397628,UC,UC,CD Puente Nacional
AV46,13725625,UC,UC,CD Cali
AV20,14132962,UC,UC,CD Cucuta
AV49,13216615,UC,UC,CD Metroparque
AV06,13717011,KA,KA,CD Tocancipa
AV39,11631805,UC,UC,CD Monteria
AV33,11471318,UC,UC,CD Aguachica
AV20,12285346,UC,UC,CD Cucuta
AV20,12597901,UC,UC,CD Cucuta
AV22,13539705,UC,UC,CD Armenia
AV02,10433172,UC,UC,CD Bucaramanga
AV06,11710721,UC,UC,CD Tocancipa
AV15,13887363,UC,UC,CD Pasto
AV72,13937965,UC,UC,CD Cenfer UDC
AV25,10342804,UC,UC,CD Honda
AV47,14023941,UC,UC,CD Sibate
AV06,13732834,UC,UC,CD Tocancipa
AV50,13755192,UC,UC,CD Siberia
AV16,12900966,UC,UC,CD Pereira
AV20,12439548,UC,UC,CD Cucuta
AV42,13058403,UC,UC,CD Tunja
AV05,11499206,UC,UC,CD Itagüi
AV12,14052909,UC,UC,CD Valledupar
AV55,10529297,UC,UC,CD Girardota
AV46,10888818,UD DSD,UD DSD,CD Cali
AV78,13753057,UC,UC,CD Montevideo
AV18,14093773,UC,UC,CD Neiva
AV39,12798797,UC,UC,CD Monteria
AV19,11180887,KA,UC,CD Villavicencio
AV55,11049322,UC,UC,CD Girardota
AV20,13874193,UC,UC,CD Cucuta
AV06,12234112,UC,UC,CD Tocancipa
AV42,11730873,UC,UC,CD Tunja
AV66,10482660,UC,UC,CD Chiquinquira
AV55,11195735,UD DSD,UD DSD,CD Girardota
AV46,14112568,UC,UC,CD Cali
AV05,12188622,UC,UC,CD Itagüi
AV66,10487463,UC,UC,CD Chiquinquira
AV42,13344819,UC,UC,CD Tunja
AV78,11741134,UC,UC,CD Montevideo
AV78,10768767,UC,UC,CD Montevideo
AV47,10761478,UC,UC,CD Sibate
AV42,13834811,UC,UC,CD Tunja
AV04,10282113,UC,UC,CD Tibasosa
AV06,14123108,UC,UC,CD Tocancipa
AV46,12741130,UD DSD,UD DSD,CD Cali
AV47,12964830,UC,UC,CD Sibate
AV49,13810920,UC,UC,CD Metroparque
AV17,11205008,KA,UC,CD Girardot
AV05,10548600,KA,KA,CD Itagüi
AV26,13728778,UC,UC,CD Autosur
AV17,13111975,UC,UC,CD Girardot
AV57,13686234,UC,UC,CD Tulua
AV26,13014502,UC,UC,CD Autosur
AV46,12685414,UC,UC,CD Cali
AV04,11271852,UC,UC,CD Tibasosa
AV46,10890657,UC,UC,CD Cali
AV04,12145510,UC,UC,CD Tibasosa
AV32,13851630,UC,UC,CD Magangue
AV13,13204118,UC,UC,CD Corozal
AV16,12635042,UC,UC,CD Pereira
AV04,10312111,UC,UC,CD Tibasosa
AV04,14123036,UC,UC,CD Tibasosa
AV46,13250515,UD DSD,UD DSD,CD Cali
AV24,10415484,UC,UC,CD Yopal
AV55,10516656,UC,UC,CD Girardota
AV39,10499475,UC,UC,CD Monteria
AV46,11383612,UC,UC,CD Cali
AV26,12766948,UC,UC,CD Autosur
AV16,12639670,UC,UC,CD Pereira
AV04,10880623,UC,UC,CD Tibasosa
AV34,11202518,UC,UC,CD Puente Nacional
AV55,10517194,UC,UC,CD Girardota
AV54,11624800,UC,UC,CD Engativa UDC
AV50,14144947,UC,UC,CD Siberia
AV26,13174505,UC,UC,CD Autosur
AV15,10422749,UC,UC,CD Pasto
AV18,12744927,UC,UC,CD Neiva
AV46,10882087,UC,UC,CD Cali
AV06,13843379,UC,UC,CD Tocancipa
AV26,13958668,UC,UC,CD Autosur
AV04,13753976,UC,UC,CD Tibasosa
AV11,13768919,UC,UC,CD Santa Marta
AV35,12942196,UC,UC,CD San Gil
AV46,11714893,UD DSD,UD DSD,CD Cali
AV46,14123370,UC,UC,CD Cali
AV47,13801337,UC,UC,CD Sibate
AV22,12624995,UC,UC,CD Armenia
AV78,13993924,UC,UC,CD Montevideo
AV30,12887872,UC,UC,CD Riohacha
AV32,12964744,UC,UC,CD Magangue
AV53,13035219,UC,UC,CD Bosa UDC
AV47,13080743,UC,UC,CD Sibate
AV42,13809580,UC,UC,CD Tunja
AV42,13046581,UC,UC,CD Tunja
AV33,11715771,UC,UC,CD Aguachica
AV49,14165016,UC,UC,CD Metroparque
AV47,14146955,UC,UC,CD Sibate
AV18,13689170,UC,UC,CD Neiva
AV22,11502375,UC,UC,CD Armenia
AV19,11672921,UC,UC,CD Villavicencio
AV46,13352853,UC,UC,CD Cali
AV25,12294943,UC,UC,CD Honda
AV46,13982547,UC,UC,CD Cali
AV78,13842282,UC,UC,CD Montevideo
AV10,13522870,UC,UC,CD Turbaco
AV46,13206446,UC,UC,CD Cali
AV70,13055653,UC,UC,CD Envigado UDC
AV20,13685018,UC,UC,CD Cucuta
AV11,11718348,UC,UC,CD Santa Marta
AV49,14150817,UC,UC,CD Metroparque
AV49,12957101,UC,UC,CD Metroparque
AV20,10391334,UC,UC,CD Cucuta
AV46,12197950,UC,UC,CD Cali
AV12,12746060,UC,UC,CD Valledupar
AV20,10368536,UC,UC,CD Cucuta
AV13,11456669,UC,UC,CD Corozal
AV26,13981421,UC,UC,CD Autosur
AV04,13697654,UC,UC,CD Tibasosa
AV18,12231503,UC,UC,CD Neiva
AV10,13193449,UC,UC,CD Turbaco
AV33,13738664,UC,UC,CD Aguachica
AV15,13549794,UC,UC,CD Pasto
AV20,14100909,UC,UC,CD Cucuta
AV06,10507201,UC,UC,CD Tocancipa
AV06,10485078,UC,UC,CD Tocancipa
AV49,14150160,UC,UC,CD Metroparque
AV53,13058831,UC,UC,CD Bosa UDC
AV10,13508574,UC,UC,CD Turbaco
AV78,13028687,KA,UC,CD Montevideo
AV06,13778742,KA,KA,CD Tocancipa
AV18,13816502,UC,UC,CD Neiva
AV13,10157962,UC,UC,CD Corozal
AV46,13195900,UD DSD,UD DSD,CD Cali
AV02,11578034,UC,UC,CD Bucaramanga
AV34,10786729,UC,UC,CD Puente Nacional
AV19,12947953,UC,UC,CD Villavicencio
AV46,12973381,UC,UC,CD Cali
AV34,10787574,UC,UC,CD Puente Nacional
AV02,10420868,UC,UC,CD Bucaramanga
AV06,10484062,UC,UC,CD Tocancipa
AV42,13979324,UC,UC,CD Tunja
AV34,10789746,UC,UC,CD Puente Nacional
AV50,10594623,UC,UC,CD Siberia
AV06,10794999,KA,KA,CD Tocancipa
AV46,11363898,UC,UC,CD Cali
AV13,14157134,UC,UC,CD Corozal
AV24,14044878,UC,UC,CD Yopal
AV49,14148631,UC,UC,CD Metroparque
AV55,11324912,UC,UC,CD Girardota
AV26,11733743,UC,UC,CD Autosur
AV42,12750258,KA,UC,CD Tunja
AV28,14034382,UC,UC,CD Popayan
AV26,12752144,UC,UC,CD Autosur
AV46,13841597,UC,UC,CD Cali
AV06,10486632,UC,UC,CD Tocancipa
AV28,13194956,UC,UC,CD Popayan
AV46,11378433,UC,UC,CD Cali
AV17,13842837,UC,UC,CD Girardot
AV47,13722805,UC,UC,CD Sibate
AV47,12594958,UC,UC,CD Sibate
AV17,14191763,UC,UC,CD Girardot
AV20,13058366,UC,UC,CD Cucuta
AV22,14014899,UC,UC,CD Armenia
AV16,11262225,UC,UC,CD Pereira
AV22,14190499,UC,UC,CD Armenia
AV10,12989217,UC,UC,CD Turbaco
AV46,12990468,UC,UC,CD Cali
AV10,10837783,UC,UC,CD Turbaco
AV23,10462016,UC,UC,CD Bucaramanga
AV02,10425985,UC,UC,CD Bucaramanga
AV28,10356313,UC,UC,CD Popayan
AV49,11754883,UC,UC,CD Metroparque
AV19,12500673,UC,UC,CD Villavicencio
AV23,10459445,UC,UC,CD Bucaramanga
AV17,14187487,UC,UC,CD Girardot
AV26,12138390,UC,UC,CD Autosur
AV49,14013459,UC,UC,CD Metroparque
AV19,13344568,UC,UC,CD Villavicencio
AV26,13182039,UC,UC,CD Autosur
AV06,11379183,UC,UC,CD Tocancipa
AV10,13992499,UC,UC,CD Turbaco
AV46,13694338,UD DSD,UD DSD,CD Cali
AV42,10316788,UC,UC,CD Tunja
AV46,14189106,UC,UC,CD Cali
AV22,11476635,UC,UC,CD Armenia
AV23,10471722,KA,KA,CD Forjandes
AV18,13683524,UC,UC,CD Neiva
AV50,11268225,UC,UC,CD Siberia
AV47,12558780,UC,UC,CD Sibate
AV49,11121263,UC,UC,CD Metroparque
AV05,11111453,UC,UC,CD Itagüi
AV37,11717201,UC,UC,CD Barrancabermeja
AV23,10465631,UC,UC,CD Bucaramanga
AV12,13743659,UC,UC,CD Valledupar
AV04,11220602,UC,UC,CD Tibasosa
AV10,11351139,UC,UC,CD Turbaco
AV50,11572899,UC,UC,CD Siberia
AV20,13849882,UC,UC,CD Cucuta
AV78,11364017,UC,UC,CD Montevideo
AV46,14053182,UC,UC,CD Cali
AV04,13539784,UC,UC,CD Tibasosa
AV78,13206923,UC,UC,CD Montevideo
AV22,13654466,UC,UC,CD Armenia
AV05,11294750,UC,UC,CD Itagüi
AV34,10786734,UC,UC,CD Puente Nacional
